word,classification,confidence,reason
अव्व...,INCORRECT,HIGH,Invalid: triple character repetition
आउटफिटस्,INCORRECT,HIGH,Suspicious: ends with halant
पिंक्,INCORRECT,HIGH,Suspicious: ends with halant
हाँ....।।कुछ,INCORRECT,HIGH,Invalid: triple character repetition
रिटर्न्,INCORRECT,HIGH,Suspicious: ends with halant
ँँजैसे,INCORRECT,HIGH,Invalid: starts with vowel sign / nasal
नाइट्,INCORRECT,HIGH,Suspicious: ends with halant
स्वीट्,INCORRECT,HIGH,Suspicious: ends with halant
यात्,INCORRECT,HIGH,Suspicious: ends with halant
डिरेक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
जाके...,INCORRECT,HIGH,Invalid: triple character repetition
आपसे...,INCORRECT,HIGH,Invalid: triple character repetition
हम्म...जी!,INCORRECT,HIGH,Invalid: triple character repetition
अ....वेसे,INCORRECT,HIGH,Invalid: triple character repetition
मिठाईया...,INCORRECT,HIGH,Invalid: triple character repetition
हाँ....हाँ...ठीक,INCORRECT,HIGH,Invalid: triple character repetition
हम्मऽऽऽ,INCORRECT,HIGH,Invalid: triple character repetition
डेरीमिल्क्,INCORRECT,HIGH,Suspicious: ends with halant
सुबह्,INCORRECT,HIGH,Suspicious: ends with halant
जाएं...,INCORRECT,HIGH,Invalid: triple character repetition
जैैसैआप,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अम्ह्,INCORRECT,HIGH,Suspicious: ends with halant
लेंगी...,INCORRECT,HIGH,Invalid: triple character repetition
ी,INCORRECT,HIGH,Invalid: starts with vowel sign / nasal
कित्,INCORRECT,HIGH,Suspicious: ends with halant
क्रेज...,INCORRECT,HIGH,Invalid: triple character repetition
हम्मम...,INCORRECT,HIGH,Invalid: triple character repetition
क्या...क्या...क्या,INCORRECT,HIGH,Invalid: triple character repetition
परंपरा...,INCORRECT,HIGH,Invalid: triple character repetition
सफर्,INCORRECT,HIGH,Suspicious: ends with halant
दफ़्त...,INCORRECT,HIGH,Invalid: triple character repetition
सबको...,INCORRECT,HIGH,Invalid: triple character repetition
ओकेै,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अहह..अह...स्कूल,INCORRECT,HIGH,Invalid: triple character repetition
ओह्ह्ह्,INCORRECT,HIGH,Suspicious: ends with halant
एक्शन...,INCORRECT,HIGH,Invalid: triple character repetition
फ़ाॅर्टीन्,INCORRECT,HIGH,Suspicious: ends with halant
मोल्,INCORRECT,HIGH,Suspicious: ends with halant
रिजेक्,INCORRECT,HIGH,Suspicious: ends with halant
है...हा,INCORRECT,HIGH,Invalid: triple character repetition
प्रेवर्,INCORRECT,HIGH,Suspicious: ends with halant
हा...वो,INCORRECT,HIGH,Invalid: triple character repetition
अछर्,INCORRECT,HIGH,Suspicious: ends with halant
ल...हाँ,INCORRECT,HIGH,Invalid: triple character repetition
अचीव्,INCORRECT,HIGH,Suspicious: ends with halant
हम्म्म....,INCORRECT,HIGH,Invalid: triple character repetition
वो...हम्म,INCORRECT,HIGH,Invalid: triple character repetition
वगेराह....और,INCORRECT,HIGH,Invalid: triple character repetition
...बिलकुल,INCORRECT,HIGH,Invalid: triple character repetition
खतम्,INCORRECT,HIGH,Suspicious: ends with halant
स्प्रिटुअल्,INCORRECT,HIGH,Suspicious: ends with halant
अ...हहहहह....नहीं,INCORRECT,HIGH,Invalid: triple character repetition
विदत्,INCORRECT,HIGH,Suspicious: ends with halant
उनसे...,INCORRECT,HIGH,Invalid: triple character repetition
अ‌‌ह्,INCORRECT,HIGH,Suspicious: ends with halant
अहम्मममम,INCORRECT,HIGH,Invalid: triple character repetition
अनुभव...क्या,INCORRECT,HIGH,Invalid: triple character repetition
स्विफ्,INCORRECT,HIGH,Suspicious: ends with halant
पूछा...,INCORRECT,HIGH,Invalid: triple character repetition
एक...घटना,INCORRECT,HIGH,Invalid: triple character repetition
पस्,INCORRECT,HIGH,Suspicious: ends with halant
सतर्,INCORRECT,HIGH,Suspicious: ends with halant
खासकर....खाने,INCORRECT,HIGH,Invalid: triple character repetition
अपनी...,INCORRECT,HIGH,Invalid: triple character repetition
आउटडोरस्,INCORRECT,HIGH,Suspicious: ends with halant
हूँ...हूँ,INCORRECT,HIGH,Invalid: triple character repetition
हहह!,INCORRECT,HIGH,Invalid: triple character repetition
अअअअअअअ,INCORRECT,HIGH,Invalid: triple character repetition
हांं...,INCORRECT,HIGH,Invalid: triple character repetition
हां...हां....ठीक,INCORRECT,HIGH,Invalid: triple character repetition
लड़को...,INCORRECT,HIGH,Invalid: triple character repetition
जादा...,INCORRECT,HIGH,Invalid: triple character repetition
दर्दनाक्,INCORRECT,HIGH,Suspicious: ends with halant
हँ...हँ,INCORRECT,HIGH,Invalid: triple character repetition
इफेक्,INCORRECT,HIGH,Suspicious: ends with halant
हहहहहह।,INCORRECT,HIGH,Invalid: triple character repetition
भरोस...,INCORRECT,HIGH,Invalid: triple character repetition
कहीं...,INCORRECT,HIGH,Invalid: triple character repetition
सरप्राइज्,INCORRECT,HIGH,Suspicious: ends with halant
कूूकर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
देखो...,INCORRECT,HIGH,Invalid: triple character repetition
मेम्बर्,INCORRECT,HIGH,Suspicious: ends with halant
फॉरनर्,INCORRECT,HIGH,Suspicious: ends with halant
एतिहासीक्,INCORRECT,HIGH,Suspicious: ends with halant
नकरात्मक्,INCORRECT,HIGH,Suspicious: ends with halant
सी...सीख,INCORRECT,HIGH,Invalid: triple character repetition
फेेमस,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
आराम...,INCORRECT,HIGH,Invalid: triple character repetition
हेैगा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
स्पीैकिंग,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ट्यून...यही,INCORRECT,HIGH,Invalid: triple character repetition
नाव्,INCORRECT,HIGH,Suspicious: ends with halant
कार्यकर्,INCORRECT,HIGH,Suspicious: ends with halant
सबसे....बेकार,INCORRECT,HIGH,Invalid: triple character repetition
हम्म...जी-,INCORRECT,HIGH,Invalid: triple character repetition
हेयरस्,INCORRECT,HIGH,Suspicious: ends with halant
अ...अपने,INCORRECT,HIGH,Invalid: triple character repetition
बारह्,INCORRECT,HIGH,Suspicious: ends with halant
तो्,INCORRECT,HIGH,Suspicious: ends with halant
टिकट...,INCORRECT,HIGH,Invalid: triple character repetition
पर्फेक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
आम्म...,INCORRECT,HIGH,Invalid: triple character repetition
हिहिहि...,INCORRECT,HIGH,Invalid: triple character repetition
कि...जी,INCORRECT,HIGH,Invalid: triple character repetition
वापिक्,INCORRECT,HIGH,Suspicious: ends with halant
उकुल्,INCORRECT,HIGH,Suspicious: ends with halant
रीपीट्,INCORRECT,HIGH,Suspicious: ends with halant
हैेना,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मैक्,INCORRECT,HIGH,Suspicious: ends with halant
जययययय,INCORRECT,HIGH,Invalid: triple character repetition
हैंअअअअ,INCORRECT,HIGH,Invalid: triple character repetition
ढंङ्,INCORRECT,HIGH,Suspicious: ends with halant
ऐप्,INCORRECT,HIGH,Suspicious: ends with halant
शुरू...,INCORRECT,HIGH,Invalid: triple character repetition
चैप्टर्स्,INCORRECT,HIGH,Suspicious: ends with halant
सेेलीब्रेट,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
इक्‌ˈस्पिअरिअन्‍स्,INCORRECT,HIGH,Suspicious: ends with halant
बैंक्,INCORRECT,HIGH,Suspicious: ends with halant
हां....हम्म,INCORRECT,HIGH,Invalid: triple character repetition
अहह....हम्म,INCORRECT,HIGH,Invalid: triple character repetition
अअअज़्यादातर,INCORRECT,HIGH,Invalid: triple character repetition
फिजकल...,INCORRECT,HIGH,Invalid: triple character repetition
तो...इस,INCORRECT,HIGH,Invalid: triple character repetition
फटाक्,INCORRECT,HIGH,Suspicious: ends with halant
रिमू...,INCORRECT,HIGH,Invalid: triple character repetition
दिब्,INCORRECT,HIGH,Suspicious: ends with halant
ह.....मम्ममम,INCORRECT,HIGH,Invalid: triple character repetition
ड्राईविंग्,INCORRECT,HIGH,Suspicious: ends with halant
हजाररर,INCORRECT,HIGH,Invalid: triple character repetition
हून्,INCORRECT,HIGH,Suspicious: ends with halant
हहहम्म,INCORRECT,HIGH,Invalid: triple character repetition
अ...बड़े,INCORRECT,HIGH,Invalid: triple character repetition
बुद्,INCORRECT,HIGH,Suspicious: ends with halant
वाह्,INCORRECT,HIGH,Suspicious: ends with halant
क्वेश्,INCORRECT,HIGH,Suspicious: ends with halant
वैैसा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सीधे...,INCORRECT,HIGH,Invalid: triple character repetition
बिकॉज्,INCORRECT,HIGH,Suspicious: ends with halant
ए_एम्,INCORRECT,HIGH,Suspicious: ends with halant
अचचच्छा,INCORRECT,HIGH,Invalid: triple character repetition
परमा...,INCORRECT,HIGH,Invalid: triple character repetition
रश्,INCORRECT,HIGH,Suspicious: ends with halant
रिफाइनरिज्,INCORRECT,HIGH,Suspicious: ends with halant
इलेबेन्,INCORRECT,HIGH,Suspicious: ends with halant
सांस्,INCORRECT,HIGH,Suspicious: ends with halant
सिलबस्,INCORRECT,HIGH,Suspicious: ends with halant
या...कोई,INCORRECT,HIGH,Invalid: triple character repetition
बराबर्,INCORRECT,HIGH,Suspicious: ends with halant
सदस्,INCORRECT,HIGH,Suspicious: ends with halant
सुुनना,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
देेख,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
तिल्,INCORRECT,HIGH,Suspicious: ends with halant
के...अहम्म...,INCORRECT,HIGH,Invalid: triple character repetition
सुझाव्,INCORRECT,HIGH,Suspicious: ends with halant
उलझ्,INCORRECT,HIGH,Suspicious: ends with halant
हम्मम....जी।,INCORRECT,HIGH,Invalid: triple character repetition
समय....देर,INCORRECT,HIGH,Invalid: triple character repetition
आस्,INCORRECT,HIGH,Suspicious: ends with halant
सारा...,INCORRECT,HIGH,Invalid: triple character repetition
पहली...,INCORRECT,HIGH,Invalid: triple character repetition
खुश्,INCORRECT,HIGH,Suspicious: ends with halant
ज़िन...,INCORRECT,HIGH,Invalid: triple character repetition
गव्,INCORRECT,HIGH,Suspicious: ends with halant
छत्,INCORRECT,HIGH,Suspicious: ends with halant
आज्,INCORRECT,HIGH,Suspicious: ends with halant
एग्जामस्,INCORRECT,HIGH,Suspicious: ends with halant
कैसुअल्,INCORRECT,HIGH,Suspicious: ends with halant
अनेक्,INCORRECT,HIGH,Suspicious: ends with halant
वम्,INCORRECT,HIGH,Suspicious: ends with halant
अहस्॓,INCORRECT,HIGH,Suspicious: ends with halant
हिसाब्,INCORRECT,HIGH,Suspicious: ends with halant
कियाा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बैठ्,INCORRECT,HIGH,Suspicious: ends with halant
जीवीत्,INCORRECT,HIGH,Suspicious: ends with halant
महाभारत्,INCORRECT,HIGH,Suspicious: ends with halant
भविस्,INCORRECT,HIGH,Suspicious: ends with halant
बोस्,INCORRECT,HIGH,Suspicious: ends with halant
उफ्,INCORRECT,HIGH,Suspicious: ends with halant
वैस्,INCORRECT,HIGH,Suspicious: ends with halant
अहम....जी।,INCORRECT,HIGH,Invalid: triple character repetition
जो....मार्केटिंग,INCORRECT,HIGH,Invalid: triple character repetition
फूड....जिसे....जिसे,INCORRECT,HIGH,Invalid: triple character repetition
।।।।ह्म्म,INCORRECT,HIGH,Invalid: triple character repetition
दददस,INCORRECT,HIGH,Invalid: triple character repetition
पढ़...।,INCORRECT,HIGH,Invalid: triple character repetition
इत्,INCORRECT,HIGH,Suspicious: ends with halant
कस्टर्,INCORRECT,HIGH,Suspicious: ends with halant
बपन्,INCORRECT,HIGH,Suspicious: ends with halant
कीजिएगा...,INCORRECT,HIGH,Invalid: triple character repetition
ग्रेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हैा.,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बिस्,INCORRECT,HIGH,Suspicious: ends with halant
प्लान्,INCORRECT,HIGH,Suspicious: ends with halant
प्रोजेक्,INCORRECT,HIGH,Suspicious: ends with halant
हाँऽऽऽऽ,INCORRECT,HIGH,Invalid: triple character repetition
आपाेजि़ट,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
वाेना,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
एक्सचेंजेब्ल्,INCORRECT,HIGH,Suspicious: ends with halant
पैक्,INCORRECT,HIGH,Suspicious: ends with halant
आप...आप,INCORRECT,HIGH,Invalid: triple character repetition
उर्जस्ट्,INCORRECT,HIGH,Suspicious: ends with halant
नुकसान...,INCORRECT,HIGH,Invalid: triple character repetition
आकर्,INCORRECT,HIGH,Suspicious: ends with halant
नीट्,INCORRECT,HIGH,Suspicious: ends with halant
एक्सप्,INCORRECT,HIGH,Suspicious: ends with halant
हाँ.....हाँ,INCORRECT,HIGH,Invalid: triple character repetition
हॉन....बिल्कुल,INCORRECT,HIGH,Invalid: triple character repetition
स्पोर्ट्र्,INCORRECT,HIGH,Suspicious: ends with halant
है......फायदा,INCORRECT,HIGH,Invalid: triple character repetition
प्रोडकास्ट्,INCORRECT,HIGH,Suspicious: ends with halant
इसका...,INCORRECT,HIGH,Invalid: triple character repetition
मार्वल...।,INCORRECT,HIGH,Invalid: triple character repetition
अ.....इंडिया,INCORRECT,HIGH,Invalid: triple character repetition
अ....जैसे,INCORRECT,HIGH,Invalid: triple character repetition
आर_वन_सिक्स्,INCORRECT,HIGH,Suspicious: ends with halant
...थोड़ी,INCORRECT,HIGH,Invalid: triple character repetition
दो-चार...,INCORRECT,HIGH,Invalid: triple character repetition
अपने...,INCORRECT,HIGH,Invalid: triple character repetition
हा...हा,INCORRECT,HIGH,Invalid: triple character repetition
गाय्,INCORRECT,HIGH,Suspicious: ends with halant
सब्जेक्,INCORRECT,HIGH,Suspicious: ends with halant
हम्म...।,INCORRECT,HIGH,Invalid: triple character repetition
मिश्यूूज,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हननननननननन,INCORRECT,HIGH,Invalid: triple character repetition
अम्म.....फ्यूचर,INCORRECT,HIGH,Invalid: triple character repetition
...कहां,INCORRECT,HIGH,Invalid: triple character repetition
है....बाहर,INCORRECT,HIGH,Invalid: triple character repetition
धन्यवाद...,INCORRECT,HIGH,Invalid: triple character repetition
अभी...अभी,INCORRECT,HIGH,Invalid: triple character repetition
पिछले...,INCORRECT,HIGH,Invalid: triple character repetition
बलकि...,INCORRECT,HIGH,Invalid: triple character repetition
स्थाप्,INCORRECT,HIGH,Suspicious: ends with halant
कोडस्,INCORRECT,HIGH,Suspicious: ends with halant
हम्म...मुझे,INCORRECT,HIGH,Invalid: triple character repetition
बैडमिंटन....,INCORRECT,HIGH,Invalid: triple character repetition
उसने...,INCORRECT,HIGH,Invalid: triple character repetition
युुजेेज,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ज्वोइन्,INCORRECT,HIGH,Suspicious: ends with halant
सहयोग्,INCORRECT,HIGH,Suspicious: ends with halant
प्राइवेट...,INCORRECT,HIGH,Invalid: triple character repetition
"हम्म....""किसी",INCORRECT,HIGH,Invalid: triple character repetition
बहतर...,INCORRECT,HIGH,Invalid: triple character repetition
ह्हहहह,INCORRECT,HIGH,Invalid: triple character repetition
हैंडमेद्,INCORRECT,HIGH,Suspicious: ends with halant
इसलिए....,INCORRECT,HIGH,Invalid: triple character repetition
सेम्,INCORRECT,HIGH,Suspicious: ends with halant
अच्छा....,INCORRECT,HIGH,Invalid: triple character repetition
कौन्स्त्रेस्न्,INCORRECT,HIGH,Suspicious: ends with halant
हेलो...जी,INCORRECT,HIGH,Invalid: triple character repetition
करेगा....,INCORRECT,HIGH,Invalid: triple character repetition
मममुश्किलें,INCORRECT,HIGH,Invalid: triple character repetition
किलाे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बिडीूटी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
एक्शनस्,INCORRECT,HIGH,Suspicious: ends with halant
सीरियलस्,INCORRECT,HIGH,Suspicious: ends with halant
ह्म्म्...,INCORRECT,HIGH,Invalid: triple character repetition
समथिंग्,INCORRECT,HIGH,Suspicious: ends with halant
प्रक्,INCORRECT,HIGH,Suspicious: ends with halant
लेकपीस्,INCORRECT,HIGH,Suspicious: ends with halant
चअअअ,INCORRECT,HIGH,Invalid: triple character repetition
ुसेड,INCORRECT,HIGH,Invalid: starts with vowel sign / nasal
हम्म....हम्म,INCORRECT,HIGH,Invalid: triple character repetition
अह....बात,INCORRECT,HIGH,Invalid: triple character repetition
खेत्,INCORRECT,HIGH,Suspicious: ends with halant
बूोले,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
श्श्श्,INCORRECT,HIGH,Suspicious: ends with halant
मेंट्,INCORRECT,HIGH,Suspicious: ends with halant
याा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
रेमेडिस्,INCORRECT,HIGH,Suspicious: ends with halant
मैथ्,INCORRECT,HIGH,Suspicious: ends with halant
मिलो...,INCORRECT,HIGH,Invalid: triple character repetition
अलग-अलग...,INCORRECT,HIGH,Invalid: triple character repetition
अरे....हे,INCORRECT,HIGH,Invalid: triple character repetition
चांसेस्,INCORRECT,HIGH,Suspicious: ends with halant
ट्रांसले्,INCORRECT,HIGH,Suspicious: ends with halant
अंदर...,INCORRECT,HIGH,Invalid: triple character repetition
में....अहह....कुछ,INCORRECT,HIGH,Invalid: triple character repetition
सूद्,INCORRECT,HIGH,Suspicious: ends with halant
हेल्लो...,INCORRECT,HIGH,Invalid: triple character repetition
पुस्,INCORRECT,HIGH,Suspicious: ends with halant
लाइफ...,INCORRECT,HIGH,Invalid: triple character repetition
खुसीयाेसे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
करतेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हहहहह...,INCORRECT,HIGH,Invalid: triple character repetition
हहहहह..,INCORRECT,HIGH,Invalid: triple character repetition
हां...बेसन,INCORRECT,HIGH,Invalid: triple character repetition
हाअअअ,INCORRECT,HIGH,Invalid: triple character repetition
हुंममम,INCORRECT,HIGH,Invalid: triple character repetition
कुच्,INCORRECT,HIGH,Suspicious: ends with halant
फूूल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
साफ्,INCORRECT,HIGH,Suspicious: ends with halant
.हम्ममम,INCORRECT,HIGH,Invalid: triple character repetition
"अम्म,हम्ममम",INCORRECT,HIGH,Invalid: triple character repetition
एनर्,INCORRECT,HIGH,Suspicious: ends with halant
मैैथ,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
दिवालियाें,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हैंडरेंड्,INCORRECT,HIGH,Suspicious: ends with halant
नुस्,INCORRECT,HIGH,Suspicious: ends with halant
ह्हहह्ह,INCORRECT,HIGH,Invalid: triple character repetition
हहहह्हह,INCORRECT,HIGH,Invalid: triple character repetition
सकतेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पैैैैदल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
जोोंता,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
है...जी,INCORRECT,HIGH,Invalid: triple character repetition
पक्,INCORRECT,HIGH,Suspicious: ends with halant
कोल्,INCORRECT,HIGH,Suspicious: ends with halant
रहेेगा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कंटेस्,INCORRECT,HIGH,Suspicious: ends with halant
ऐैप्स,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
स्वच्,INCORRECT,HIGH,Suspicious: ends with halant
विश्तेेेदार,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
किलोमीटर्,INCORRECT,HIGH,Suspicious: ends with halant
महेक्,INCORRECT,HIGH,Suspicious: ends with halant
बैैठ,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
विचित्,INCORRECT,HIGH,Suspicious: ends with halant
पपप,INCORRECT,HIGH,Invalid: triple character repetition
चाय्,INCORRECT,HIGH,Suspicious: ends with halant
फेयरवेेल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
१०००ऐसा,INCORRECT,HIGH,Invalid: triple character repetition
शेड्यू्ल्,INCORRECT,HIGH,Suspicious: ends with halant
नीद्,INCORRECT,HIGH,Suspicious: ends with halant
शेडुल्,INCORRECT,HIGH,Suspicious: ends with halant
मिल्,INCORRECT,HIGH,Suspicious: ends with halant
मम्म्,INCORRECT,HIGH,Suspicious: ends with halant
आॉंगे,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
खट्,INCORRECT,HIGH,Suspicious: ends with halant
गेेेमर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हअअअअ,INCORRECT,HIGH,Invalid: triple character repetition
हूंहहहहह.,INCORRECT,HIGH,Invalid: triple character repetition
उत्पन्,INCORRECT,HIGH,Suspicious: ends with halant
निष्,INCORRECT,HIGH,Suspicious: ends with halant
स्टाेलें,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कुटुम्बकम्,INCORRECT,HIGH,Suspicious: ends with halant
व्रहस्,INCORRECT,HIGH,Suspicious: ends with halant
अडिक्,INCORRECT,HIGH,Suspicious: ends with halant
मित्,INCORRECT,HIGH,Suspicious: ends with halant
अअअअअअ,INCORRECT,HIGH,Invalid: triple character repetition
करेक्,INCORRECT,HIGH,Suspicious: ends with halant
पाकिस्,INCORRECT,HIGH,Suspicious: ends with halant
हँम्म्,INCORRECT,HIGH,Suspicious: ends with halant
हम्ममम्मम,INCORRECT,HIGH,Invalid: triple character repetition
जातेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ट्रेंडस्,INCORRECT,HIGH,Suspicious: ends with halant
वेपराइज्,INCORRECT,HIGH,Suspicious: ends with halant
खुद्,INCORRECT,HIGH,Suspicious: ends with halant
पर्पस्,INCORRECT,HIGH,Suspicious: ends with halant
सबजेक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
सूर्ज्,INCORRECT,HIGH,Suspicious: ends with halant
चीजेें,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
वेेशभूषा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
शाम्,INCORRECT,HIGH,Suspicious: ends with halant
प्रोत्,INCORRECT,HIGH,Suspicious: ends with halant
लगजरीस्,INCORRECT,HIGH,Suspicious: ends with halant
मयुजिम्,INCORRECT,HIGH,Suspicious: ends with halant
संग्रालह्,INCORRECT,HIGH,Suspicious: ends with halant
टूरिस्,INCORRECT,HIGH,Suspicious: ends with halant
इडियट्,INCORRECT,HIGH,Suspicious: ends with halant
टोक्,INCORRECT,HIGH,Suspicious: ends with halant
टॉपिक्,INCORRECT,HIGH,Suspicious: ends with halant
बंकिलिच्,INCORRECT,HIGH,Suspicious: ends with halant
छठ्,INCORRECT,HIGH,Suspicious: ends with halant
चाहेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
इतन्,INCORRECT,HIGH,Suspicious: ends with halant
परस्,INCORRECT,HIGH,Suspicious: ends with halant
रेस्पेक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
देेेश,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
देेश,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
नाऐंथ्,INCORRECT,HIGH,Suspicious: ends with halant
उसकेेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
रिश्तेेेेेदारों,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अ्ह्,INCORRECT,HIGH,Suspicious: ends with halant
अअअ-आप,INCORRECT,HIGH,Invalid: triple character repetition
।हहह,INCORRECT,HIGH,Invalid: triple character repetition
शॉर्ट्,INCORRECT,HIGH,Suspicious: ends with halant
आपनेेेेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अब्सेंट्,INCORRECT,HIGH,Suspicious: ends with halant
साात,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मुुसकिल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
रिश्तेेेेेेदार,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
थेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
जबत्,INCORRECT,HIGH,Suspicious: ends with halant
जाद्,INCORRECT,HIGH,Suspicious: ends with halant
केेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बोर्,INCORRECT,HIGH,Suspicious: ends with halant
अज्,INCORRECT,HIGH,Suspicious: ends with halant
ओक्,INCORRECT,HIGH,Suspicious: ends with halant
रिश्तेेेेदार,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
स्मेेल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
नाॅॅलेेजेेस,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
टूू,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कोस्टमर्,INCORRECT,HIGH,Suspicious: ends with halant
स्ट्रेंथ्,INCORRECT,HIGH,Suspicious: ends with halant
ओब्जेक्टिब्,INCORRECT,HIGH,Suspicious: ends with halant
फ्रैंड्,INCORRECT,HIGH,Suspicious: ends with halant
बोहत्,INCORRECT,HIGH,Suspicious: ends with halant
हहहहहह!,INCORRECT,HIGH,Invalid: triple character repetition
सेंट्रेस्,INCORRECT,HIGH,Suspicious: ends with halant
मध्य्,INCORRECT,HIGH,Suspicious: ends with halant
हफ्,INCORRECT,HIGH,Suspicious: ends with halant
टीइइइइ.,INCORRECT,HIGH,Invalid: triple character repetition
कठिन्,INCORRECT,HIGH,Suspicious: ends with halant
अहहह।,INCORRECT,HIGH,Invalid: triple character repetition
हंम्म्,INCORRECT,HIGH,Suspicious: ends with halant
पुोधा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
नेस्,INCORRECT,HIGH,Suspicious: ends with halant
हमलेाग,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मेन्,INCORRECT,HIGH,Suspicious: ends with halant
कन्ट्,INCORRECT,HIGH,Suspicious: ends with halant
थाेडा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
इंवायरमेंट्,INCORRECT,HIGH,Suspicious: ends with halant
क्वेश्चन्,INCORRECT,HIGH,Suspicious: ends with halant
परेेशानी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
एःह्,INCORRECT,HIGH,Suspicious: ends with halant
मुद्,INCORRECT,HIGH,Suspicious: ends with halant
"हहह,",INCORRECT,HIGH,Invalid: triple character repetition
मैेने,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बलर्,INCORRECT,HIGH,Suspicious: ends with halant
गैजट्,INCORRECT,HIGH,Suspicious: ends with halant
इंटरस्ट्,INCORRECT,HIGH,Suspicious: ends with halant
लुह्,INCORRECT,HIGH,Suspicious: ends with halant
लगेह्,INCORRECT,HIGH,Suspicious: ends with halant
अॉफ,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
इ.एम.आईस्,INCORRECT,HIGH,Suspicious: ends with halant
